"Ukazatel","IndicatorType","ČR, Reg. soudržnosti, Kraje","Uz012","Roky","CasR","Hodnota"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2010","2010","2.018013527"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2011","2011","1.515417107"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2012","2012","1.419158234"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2013","2013","1.380183521"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2014","2014","2.003077353"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2015","2015","1.852662995"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2016","2016","2.190563292"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2017","2017","2.428969169"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2018","2018","2.338727342"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2019","2019","2.094561666"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2020","2020","0.822740177"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2021","2021","0.550043285"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2022","2022","0.536409345"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Praha","CZ01","2023","2023","0.264127934"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2000","2000","-2.552218975"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2001","2001","-2.238720345"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2002","2002","-1.703775755"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2003","2003","-2.136283768"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2004","2004","-1.149639463"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2005","2005","-0.640798242"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2006","2006","0.577778502"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2007","2007","1.743002716"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2008","2008","2.45814335"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2009","2009","2.014240852"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2010","2010","2.2049103"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2011","2011","1.50028199"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2012","2012","1.303321682"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2013","2013","0.997526227"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2014","2014","1.73472794"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2015","2015","1.175872875"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2016","2016","1.539847395"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2017","2017","1.541875098"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2018","2018","0.800148127"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2019","2019","0.990921993"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2020","2020","-0.621226409"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2021","2021","-1.157241345"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2022","2022","-0.619310436"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Čechy","CZ02","2023","2023","-1.045244036"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2000","2000","-1.531026858"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2001","2001","-1.668534768"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2002","2002","-1.322662324"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2003","2003","-1.753437256"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2004","2004","-1.236126565"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2005","2005","-0.563230958"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2006","2006","0.07362094"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2007","2007","0.944729536"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2008","2008","1.172655148"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2009","2009","0.921194424"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2010","2010","0.779381999"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2011","2011","-0.262546753"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2012","2012","-0.069513579"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2013","2013","-0.645814814"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2014","2014","-0.064414685"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2015","2015","-0.642232165"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2016","2016","0.074838911"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2017","2017","-0.03939567"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2018","2018","-0.116059534"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2019","2019","-0.446096292"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2020","2020","-1.974651885"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2021","2021","-2.991406505"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2022","2022","-2.018092302"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihozápad","CZ03","2023","2023","-2.182362964"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2000","2000","-0.78031727"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2001","2001","-1.026572573"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2002","2002","-0.894762567"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2003","2003","-1.000063171"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2004","2004","-0.393119169"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2005","2005","-0.172939186"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2006","2006","0.391038567"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2007","2007","1.319019788"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2008","2008","1.540871148"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2009","2009","0.877553339"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2010","2010","0.506377824"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2011","2011","-0.231425457"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2012","2012","-0.881571179"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2013","2013","-1.399487594"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2014","2014","-0.836690617"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2015","2015","-1.303161548"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2016","2016","-1.024457471"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2017","2017","-1.238090208"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2018","2018","-1.769927366"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2019","2019","-1.517020758"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2020","2020","-3.76235899"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2021","2021","-5.411882877"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2022","2022","-3.430760641"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severozápad","CZ04","2023","2023","-3.972051203"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2000","2000","-1.201516234"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2001","2001","-1.197335726"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2002","2002","-1.1362372"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2003","2003","-1.380632661"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2004","2004","-0.66302465"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2005","2005","-0.349605513"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2006","2006","0.139325168"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2007","2007","1.251715494"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2008","2008","1.542242679"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2009","2009","1.248825911"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2010","2010","1.150570486"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2011","2011","0.041102011"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2012","2012","-0.112710271"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2013","2013","-0.444796446"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2014","2014","0.185842517"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2015","2015","-0.177212115"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2016","2016","0.536504524"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2017","2017","-0.034459336"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2018","2018","-0.217675949"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2019","2019","-0.15244496"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2020","2020","-1.839121648"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2021","2021","-3.477435493"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2022","2022","-2.182981008"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Severovýchod","CZ05","2023","2023","-2.320270132"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2000","2000","-1.880307026"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2001","2001","-1.611869386"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2002","2002","-1.421938444"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2003","2003","-1.651984058"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2004","2004","-0.723924831"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2005","2005","-0.718778844"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2006","2006","0.112660343"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2007","2007","0.661417399"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2008","2008","1.629672341"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2009","2009","1.151117671"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2010","2010","1.035042112"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2011","2011","0.585707427"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2012","2012","0.330599386"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2013","2013","0.336489987"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2014","2014","1.104907288"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2015","2015","0.496711367"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2016","2016","1.046757749"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2017","2017","0.820535408"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2018","2018","0.711439954"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2019","2019","0.588027547"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2020","2020","-1.324655675"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2021","2021","-1.809959045"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2022","2022","-1.247327363"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Jihovýchod","CZ06","2023","2023","-1.521139355"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2000","2000","-1.698920064"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2001","2001","-1.416481098"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2002","2002","-1.359213362"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2003","2003","-1.613314156"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2004","2004","-0.982281436"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2005","2005","-0.724727272"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2006","2006","-0.149679653"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2007","2007","0.538801861"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2008","2008","0.765668837"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2009","2009","0.321103298"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2010","2010","0.177742428"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2011","2011","-0.691118195"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2012","2012","-0.813939074"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2013","2013","-1.043937763"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2014","2014","-0.476292578"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2015","2015","-0.77463969"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2016","2016","-0.29961354"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2017","2017","-0.541864144"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2018","2018","-0.422080834"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2019","2019","-0.88241274"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2020","2020","-2.886721329"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2021","2021","-3.436115986"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2022","2022","-2.340607135"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Střední Morava","CZ07","2023","2023","-2.532634236"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2000","2000","-1.234422255"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2001","2001","-1.337691934"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2002","2002","-1.302648719"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2003","2003","-1.456515827"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2004","2004","-0.969340245"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2005","2005","-0.650280763"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2006","2006","-0.220816075"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2007","2007","0.564305628"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2008","2008","0.342353988"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2009","2009","-0.005602887"
"Přirozený přírůstek/úbytek na 1 000 obyvatel","5418","Moravskoslezsko","CZ08","2010","2010","-0.155855967"
